anio_epi,semana_epi,calendar_start_date,calendar_end_date,casos_dengue,t2m_max_sem,t2m_min_sem,t2m_prom_sem,precip_total,precip_dias_lluvia,humedad_prom,viento_prom,amplitud_termica,grados_dia,en_rango_optimo,dist_temp_optima,semana_lluviosa,estacion_lluviosa,semana_sin,semana_cos,t2m_prom_sem_lag1,t2m_prom_sem_lag2,t2m_prom_sem_lag3,t2m_prom_sem_lag4,precip_total_lag1,precip_total_lag2,precip_total_lag3,precip_total_lag4,humedad_prom_lag1,humedad_prom_lag2,humedad_prom_lag3,humedad_prom_lag4,casos_dengue_lag1,casos_dengue_lag2,casos_dengue_lag3,casos_dengue_lag4,casos_tendencia,casos_promedio_4sem
2014,22,2014-05-25,2014-05-31,902,31.10333333333333,24.390535714285715,27.16,39.855,7.0,74.09279761904763,1.904702380952381,6.712797619047617,17.16,1,0.16000000000000014,1,1,0.46472317204376906,-0.8854560256532096,27.49708333333333,27.034404761904764,27.097440476190474,27.191369047619048,23.258333333333336,24.874583333333334,32.67541666666667,20.80125,69.83196428571428,70.4067857142857,74.26130952380953,72.23035714285714,847.0,804.0,706.0,568.0,43.0,731.25
2014,23,2014-06-01,2014-06-07,933,28.252202380952383,23.898869047619048,25.79988095238095,66.69250000000001,7.0,83.70267857142856,1.5344642857142858,4.353333333333335,15.79988095238095,1,1.2001190476190509,1,1,0.35460488704253584,-0.9350162426854147,27.16,27.49708333333333,27.034404761904764,27.097440476190474,39.855,23.258333333333336,24.874583333333334,32.67541666666667,74.09279761904763,69.83196428571428,70.4067857142857,74.26130952380953,902.0,847.0,804.0,706.0,55.0,814.75
2014,24,2014-06-08,2014-06-14,1143,28.755535714285717,24.07488095238095,26.227619047619047,55.80125,7.0,80.74053571428571,1.3670238095238094,4.680654761904766,16.227619047619047,1,0.7723809523809528,1,1,0.23931566428755768,-0.970941817426052,25.79988095238095,27.16,27.49708333333333,27.034404761904764,66.69250000000001,39.855,23.258333333333336,24.874583333333334,83.70267857142856,74.09279761904763,69.83196428571428,70.4067857142857,933.0,902.0,847.0,804.0,31.0,871.5
2014,25,2014-06-15,2014-06-21,1503,29.91,23.52202380952381,26.45261904761905,38.57583333333333,6.833333333333333,76.74136904761905,1.7777380952380952,6.387976190476191,16.45261904761905,1,0.5473809523809514,1,1,0.12053668025532308,-0.992708874098054,26.227619047619047,25.79988095238095,27.16,27.49708333333333,55.80125,66.69250000000001,39.855,23.258333333333336,80.74053571428571,83.70267857142856,74.09279761904763,69.83196428571428,1143.0,933.0,902.0,847.0,210.0,956.25
2014,26,2014-06-22,2014-06-28,1742,29.88297619047619,23.97529761904762,26.655059523809527,44.43291666666666,6.666666666666667,77.70803571428571,1.57625,5.907678571428569,16.655059523809527,1,0.3449404761904731,1,1,-3.216245299353273e-16,-1.0,26.45261904761905,26.227619047619047,25.79988095238095,27.16,38.57583333333333,55.80125,66.69250000000001,39.855,76.74136904761905,80.74053571428571,83.70267857142856,74.09279761904763,1503.0,1143.0,933.0,902.0,360.0,1120.25
2014,27,2014-06-29,2014-07-05,1719,30.46077380952381,23.877559523809524,27.11880952380952,22.4075,6.833333333333333,72.45083333333334,1.4590476190476191,6.583214285714288,17.11880952380952,1,0.11880952380952081,1,1,-0.12053668025532283,-0.992708874098054,26.655059523809527,26.45261904761905,26.227619047619047,25.79988095238095,44.43291666666666,38.57583333333333,55.80125,66.69250000000001,77.70803571428571,76.74136904761905,80.74053571428571,83.70267857142856,1742.0,1503.0,1143.0,933.0,239.0,1330.25
2014,28,2014-07-06,2014-07-12,1640,32.36958333333333,23.362202380952382,27.71625,1.6554166666666663,2.0,66.03071428571428,2.1079761904761907,9.007380952380949,17.71625,1,0.7162499999999987,0,1,-0.23931566428755743,-0.9709418174260521,27.11880952380952,26.655059523809527,26.45261904761905,26.227619047619047,22.4075,44.43291666666666,38.57583333333333,55.80125,72.45083333333334,77.70803571428571,76.74136904761905,80.74053571428571,1719.0,1742.0,1503.0,1143.0,-23.0,1526.75
2014,29,2014-07-13,2014-07-19,1526,32.29434523809524,24.54279761904762,28.09023809523809,17.314583333333335,3.4166666666666665,67.71541666666667,1.7152380952380952,7.751547619047621,18.09023809523809,1,1.0902380952380888,1,1,-0.3546048870425356,-0.9350162426854148,27.71625,27.11880952380952,26.655059523809527,26.45261904761905,1.6554166666666663,22.4075,44.43291666666666,38.57583333333333,66.03071428571428,72.45083333333334,77.70803571428571,76.74136904761905,1640.0,1719.0,1742.0,1503.0,-79.0,1651.0
2014,30,2014-07-20,2014-07-26,1673,33.680297619047614,24.722261904761904,28.816785714285714,15.82625,4.083333333333333,64.33845238095238,2.1482738095238094,8.95803571428571,18.816785714285714,1,1.8167857142857144,1,1,-0.46472317204376806,-0.8854560256532101,28.09023809523809,27.71625,27.11880952380952,26.655059523809527,17.314583333333335,1.6554166666666663,22.4075,44.43291666666666,67.71541666666667,66.03071428571428,72.45083333333334,77.70803571428571,1526.0,1640.0,1719.0,1742.0,-114.0,1656.75
2014,31,2014-07-27,2014-08-02,1961,33.73464285714286,24.37029761904762,28.57017857142857,10.590833333333334,4.333333333333333,62.95809523809524,2.092142857142857,9.36434523809524,18.57017857142857,1,1.5701785714285705,1,1,-0.5680647467311556,-0.8229838658936565,28.816785714285714,28.09023809523809,27.71625,27.11880952380952,15.82625,17.314583333333335,1.6554166666666663,22.4075,64.33845238095238,67.71541666666667,66.03071428571428,72.45083333333334,1673.0,1526.0,1640.0,1719.0,147.0,1639.5
2014,32,2014-08-03,2014-08-09,1465,31.03875,24.431726190476187,27.19428571428572,58.26625000000001,7.0,74.27869047619048,1.5357738095238096,6.607023809523813,17.19428571428572,1,0.19428571428571928,1,1,-0.663122658240795,-0.7485107481711013,28.57017857142857,28.816785714285714,28.09023809523809,27.71625,10.590833333333334,15.82625,17.314583333333335,1.6554166666666663,62.95809523809524,64.33845238095238,67.71541666666667,66.03071428571428,1961.0,1673.0,1526.0,1640.0,288.0,1700.0
2014,33,2014-08-10,2014-08-16,2870,31.06458333333333,23.76529761904762,27.113630952380955,74.43875,6.708333333333333,74.07333333333334,1.6874404761904762,7.299285714285713,17.113630952380955,1,0.11363095238095511,1,1,-0.7485107481711011,-0.6631226582407952,27.19428571428572,28.57017857142857,28.816785714285714,28.09023809523809,58.26625000000001,10.590833333333334,15.82625,17.314583333333335,74.27869047619048,62.95809523809524,64.33845238095238,67.71541666666667,1465.0,1961.0,1673.0,1526.0,-496.0,1656.25
